# CUDA_PROFILE_LOG_VERSION 1.4
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce GTX 260
timestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,memTransferDir,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_32b,gld_64b,gld_128b,gst_32b,gst_64b,gst_128b
15976,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5013,0,8,124,0,0,0,366,0
16048,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1005.63,1019,1,128,124,120,1,1,0,108,10,0,,,127008,51838,0,0,26397,1112,279767,0,1984,50145,37318,35361,1743,11491,0
17102,memcopy,142.624,157,,,,,,,,,,,179200,0
17270,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
17342,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1011.81,1025,1,128,124,120,1,1,0,108,10,0,,,127401,51946,0,0,26421,1118,279928,0,1984,50094,37523,35417,1747,11502,0
18404,memcopy,142.656,164,,,,,,,,,,,179200,0
18579,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
18655,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1008.64,1022,1,128,124,120,1,1,0,108,10,0,,,127625,52010,0,0,26437,1118,280299,0,1984,49996,37512,35509,1748,11506,0
19719,memcopy,145.504,1065,,,,,,,,,,,179200,0
20796,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,17.088,931,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
21776,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1009.73,1024,1,128,124,120,1,1,0,108,10,0,,,123057,49560,0,0,26457,1124,280685,0,1984,50125,37305,35627,1750,11515,0
22840,memcopy,146.176,1433,,,,,,,,,,,179200,0
24286,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.832,31,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
24361,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1011.3,1024,1,128,124,120,1,1,0,108,10,0,,,123038,49570,0,0,26461,1118,280603,0,1984,50032,37291,35715,1751,11517,0
25422,memcopy,143.424,153,,,,,,,,,,,179200,0
25585,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
25659,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,997.92,1011,1,128,124,120,1,1,0,108,10,0,,,123355,49648,0,0,26481,1123,280986,0,1984,49914,37780,35661,1754,11535,0
26707,memcopy,142.592,155,,,,,,,,,,,179200,0
26873,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
26945,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1009.41,1023,1,128,124,120,1,1,0,108,10,0,,,123639,49708,0,0,26501,1122,281221,0,1984,50425,37531,35683,1758,11548,0
28004,memcopy,142.688,152,,,,,,,,,,,179200,0
28167,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5014,0,8,124,0,0,0,366,0
28240,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1031.33,1045,1,128,124,120,1,1,0,108,10,0,,,123774,49764,0,0,26509,1125,281111,0,1984,50544,37390,35840,1762,11560,0
29321,memcopy,142.752,151,,,,,,,,,,,179200,0
29483,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
29554,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1020.7,1034,1,128,124,120,1,1,0,108,10,0,,,124013,49862,0,0,26545,1124,281776,0,1984,50484,37536,35993,1767,11582,0
30624,memcopy,142.56,153,,,,,,,,,,,179200,0
30789,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.256,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
30861,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1007.1,1021,1,128,124,120,1,1,0,108,10,0,,,124011,49854,0,0,26561,1123,282099,0,1984,50172,37743,36096,1767,11580,0
31917,memcopy,142.464,154,,,,,,,,,,,179200,0
32082,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
32154,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1018.91,1032,1,128,124,120,1,1,0,108,10,0,,,124180,49880,0,0,26561,1124,282099,0,1984,50223,38032,35925,1768,11586,0
33222,memcopy,142.592,151,,,,,,,,,,,179200,0
33383,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
33455,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1012.54,1026,1,128,124,120,1,1,0,108,10,0,,,124136,49872,0,0,26561,1122,282053,0,1984,50330,37842,35964,1768,11584,0
34519,memcopy,142.752,150,,,,,,,,,,,179200,0
34680,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
34753,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1022.37,1036,1,128,124,120,1,1,0,108,10,0,,,124166,49898,0,0,26561,1120,282048,0,1984,50346,37764,36056,1769,11590,0
35825,memcopy,142.56,152,,,,,,,,,,,179200,0
35988,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
36060,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1024.06,1038,1,128,124,120,1,1,0,108,10,0,,,124261,49920,0,0,26577,1124,282377,0,1984,50517,37685,36059,1770,11595,0
37133,memcopy,142.4,153,,,,,,,,,,,179200,0
37297,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5018,0,8,124,0,0,0,366,0
37369,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1028.86,1042,1,128,124,120,1,1,0,108,10,0,,,124261,49940,0,0,26577,1123,282377,0,1984,50433,37737,36091,1770,11600,0
38449,memcopy,142.592,149,,,,,,,,,,,179200,0
38609,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
38682,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1023.39,1036,1,128,124,120,1,1,0,108,10,0,,,124436,50004,0,0,26577,1121,282284,0,1984,50525,37777,36134,1772,11615,0
39754,memcopy,142.56,153,,,,,,,,,,,179200,0
39917,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
39990,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1013.02,1026,1,128,124,120,1,1,0,108,10,0,,,124294,49944,0,0,26545,1112,281492,0,1984,50457,37722,36115,1770,11601,0
41054,memcopy,142.4,150,,,,,,,,,,,179200,0
41216,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.768,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
41288,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1027.78,1041,1,128,124,120,1,1,0,108,10,0,,,124495,50022,0,0,26593,1121,282564,0,1984,50502,37859,36134,1773,11619,0
42365,memcopy,142.4,151,,,,,,,,,,,179200,0
42527,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
42600,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1016.16,1029,1,128,124,120,1,1,0,108,10,0,,,124768,50108,0,0,26609,1121,282935,0,1984,50636,37942,36190,1776,11639,0
43666,memcopy,142.4,152,,,,,,,,,,,179200,0
43830,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.832,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5019,0,8,124,0,0,0,366,0
43901,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1025.57,1038,1,128,124,120,1,1,0,108,10,0,,,124790,50138,0,0,26609,1121,282934,0,1984,50695,37812,36283,1777,11646,0
44977,memcopy,142.56,149,,,,,,,,,,,179200,0
45136,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.16,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
45207,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1018.37,1032,1,128,124,120,1,1,0,108,10,0,,,125035,50228,0,0,26625,1119,283257,0,1984,50738,37936,36361,1780,11667,0
46275,memcopy,142.56,152,,,,,,,,,,,179200,0
46437,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
46509,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1020.32,1034,1,128,124,120,1,1,0,108,10,0,,,124918,50172,0,0,26621,1125,283295,0,1984,50683,37920,36315,1778,11654,0
47578,memcopy,142.592,148,,,,,,,,,,,179200,0
47738,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
47811,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1030.08,1043,1,128,124,120,1,1,0,108,10,0,,,124719,50074,0,0,26581,1123,282477,0,1984,50454,38006,36259,1775,11631,0
48890,memcopy,142.56,152,,,,,,,,,,,179200,0
49052,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
49125,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1008.1,1021,1,128,124,120,1,1,0,108,10,0,,,124497,49996,0,0,26577,1119,282466,0,1984,50458,37845,36194,1772,11613,0
50182,memcopy,142.368,156,,,,,,,,,,,179200,0
50348,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
50420,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1011.97,1025,1,128,124,120,1,1,0,108,10,0,,,124557,50014,0,0,26573,1127,282456,0,1984,50530,37774,36253,1773,11617,0
51482,memcopy,142.56,149,,,,,,,,,,,179200,0
51641,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
51715,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1012.06,1025,1,128,124,120,1,1,0,108,10,0,,,124402,49958,0,0,26553,1127,282070,0,1984,50431,37755,36216,1771,11604,0
52776,memcopy,142.72,148,,,,,,,,,,,179200,0
52935,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
53008,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1013.34,1026,1,128,124,120,1,1,0,108,10,0,,,124540,49996,0,0,26565,1124,282435,0,1984,50471,37879,36190,1772,11613,0
54070,memcopy,142.72,147,,,,,,,,,,,179200,0
54229,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
54303,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1019.36,1032,1,128,124,120,1,1,0,108,10,0,,,124588,50056,0,0,26565,1126,282476,0,1984,50464,37801,36323,1774,11627,0
55371,memcopy,145.408,987,,,,,,,,,,,179200,0
56369,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,17.248,934,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
57347,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1031.3,1044,1,128,124,120,1,1,0,108,10,0,,,124548,50014,0,0,26525,1126,281713,0,1984,50521,37770,36257,1773,11617,0
58427,memcopy,145.696,150,,,,,,,,,,,179200,0
58588,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.768,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
58662,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1027.1,1040,1,128,124,120,1,1,0,108,10,0,,,124573,50022,0,0,26569,1125,282769,0,1984,50545,37785,36243,1773,11619,0
59738,memcopy,142.912,151,,,,,,,,,,,179200,0
59900,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
59973,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1015.39,1028,1,128,124,120,1,1,0,108,10,0,,,124567,50018,0,0,26565,1118,282707,0,1984,50537,37759,36271,1773,11618,0
61037,memcopy,142.496,151,,,,,,,,,,,179200,0
61199,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5016,0,8,124,0,0,0,366,0
61273,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.39,1049,1,128,124,120,1,1,0,108,10,0,,,124685,50082,0,0,26545,1125,282417,0,1984,50594,37802,36289,1775,11633,0
62357,memcopy,142.464,150,,,,,,,,,,,179200,0
62518,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
62591,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1022.4,1035,1,128,124,120,1,1,0,108,10,0,,,124817,50154,0,0,26557,1127,282778,0,1984,50602,37861,36354,1777,11650,0
63663,memcopy,142.464,150,,,,,,,,,,,179200,0
63824,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
63896,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1040.58,1054,1,128,124,120,1,1,0,108,10,0,,,125138,50282,0,0,26573,1128,283199,0,1984,50697,38037,36404,1781,11680,0
64986,memcopy,142.56,147,,,,,,,,,,,179200,0
65143,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5025,0,8,124,0,0,0,366,0
65216,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1016.26,1030,1,128,124,120,1,1,0,108,10,0,,,125246,50350,0,0,26585,1124,283555,0,1984,50810,37976,36460,1783,11696,0
66282,memcopy,142.72,147,,,,,,,,,,,179200,0
66439,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
66511,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1030.21,1043,1,128,124,120,1,1,0,108,10,0,,,125342,50396,0,0,26601,1121,284073,0,1984,50878,38009,36455,1784,11707,0
67591,memcopy,142.656,152,,,,,,,,,,,179200,0
67754,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.864,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
67826,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1038.3,1052,1,128,124,120,1,1,0,108,10,0,,,125405,50434,0,0,26597,1124,284011,0,1984,50873,38067,36465,1785,11716,0
68913,memcopy,142.656,148,,,,,,,,,,,179200,0
69072,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.896,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
69144,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.68,1049,1,128,124,120,1,1,0,108,10,0,,,125342,50408,0,0,26597,1127,284009,0,1984,50906,37997,36439,1784,11710,0
70229,memcopy,142.624,154,,,,,,,,,,,179200,0
70393,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
70466,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.71,1048,1,128,124,120,1,1,0,108,10,0,,,125180,50352,0,0,26557,1124,283339,0,1984,50840,37963,36377,1782,11697,0
71550,memcopy,143.232,1439,,,,,,,,,,,179200,0
72999,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.832,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
73072,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1043.78,1056,1,128,124,120,1,1,0,108,10,0,,,125071,50326,0,0,26557,1125,283335,0,1984,50710,37988,36373,1781,11691,0
74165,memcopy,143.2,150,,,,,,,,,,,179200,0
74326,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
74398,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1044.22,1058,1,128,124,120,1,1,0,108,10,0,,,125022,50312,0,0,26557,1124,283432,0,1984,50665,38007,36350,1780,11688,0
75491,memcopy,142.56,146,,,,,,,,,,,179200,0
75650,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
75722,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1053.38,1067,1,128,124,120,1,1,0,108,10,0,,,124777,50218,0,0,26541,1123,283154,0,1984,50671,37911,36195,1775,11667,0
76824,memcopy,142.752,147,,,,,,,,,,,179200,0
76983,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.768,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
77056,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1049.5,1062,1,128,124,120,1,1,0,108,10,0,,,124600,50152,0,0,26509,1125,282504,0,1984,50538,37938,36124,1772,11652,0
78155,memcopy,142.592,150,,,,,,,,,,,179200,0
78316,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5014,0,8,124,0,0,0,366,0
78388,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1038.43,1052,1,128,124,120,1,1,0,108,10,0,,,124462,50094,0,0,26562,1127,283053,0,1984,50576,37863,36023,1769,11639,0
79476,memcopy,142.432,151,,,,,,,,,,,179200,0
79637,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5025,0,8,124,0,0,0,366,0
79712,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1045.22,1059,1,128,124,120,1,1,0,108,10,0,,,124110,49996,0,0,26493,1121,282270,0,1984,50406,37768,35936,1764,11617,0
80806,memcopy,142.464,149,,,,,,,,,,,179200,0
80966,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
81039,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1040.64,1053,1,128,124,120,1,1,0,108,10,0,,,123826,49886,0,0,26461,1116,281574,0,1984,50216,37832,35778,1759,11592,0
82128,memcopy,142.656,147,,,,,,,,,,,179200,0
82287,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.32,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5013,0,8,124,0,0,0,366,0
82359,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1034.24,1047,1,128,124,120,1,1,0,108,10,0,,,123619,49824,0,0,26445,1114,281248,0,1984,50281,37604,35734,1756,11578,0
83442,memcopy,142.784,146,,,,,,,,,,,179200,0
83600,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.768,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
83673,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1022.69,1036,1,128,124,120,1,1,0,108,10,0,,,123504,49790,0,0,26429,1116,281017,0,1984,50207,37637,35660,1753,11571,0
84745,memcopy,142.72,147,,,,,,,,,,,179200,0
84903,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
84976,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1058.43,1072,1,128,124,120,1,1,0,108,10,0,,,123220,49684,0,0,26397,1116,280323,0,1984,50018,37628,35574,1748,11547,0
86084,memcopy,142.752,147,,,,,,,,,,,179200,0
86241,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
86314,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1055.1,1068,1,128,124,120,1,1,0,108,10,0,,,123097,49660,0,0,26397,1113,280320,0,1984,50019,37542,35536,1746,11542,0
